,langs,project,cdli_id,collection,credits,date_of_origin,designation,display_name,dynastic_seat,exemplars,genre,id_composite,language,material,object_type,period,pleiades_id,popular_name,primary_publication,provenience,pleiades_coord,ruler,script,script_remarks,script_type,subgenre,supergenre,trans,id_text,seal_id,attribution
Q003444,0x08000000,rinap/rinap1,P463061,,"Created by Hayim Tadmor, Shigeo Yamada, Jamie Novotny, and the Royal Inscriptions of the Neo-Assyrian Period (RINAP) Project, 2011. Lemmatized by Jamie Novotny, 2010, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003444/.",744-727,Tiglath-pileser III 31,RINAP 1 Tigl. III 31,Assyria,"Rawlinson, Notebook 2 fol. 4v (G. Smith, Notebook 5 fols. 13r-13v)",Royal Inscription,Q003444,Akkadian,stone,wall slab (with reliefs),Neo-Assyrian,894019,"Unit 30 (C,7) / Ann. 26",Tiglath-pileser III 31,Nimrud (Kalhu),"[43.3275,36.099167]",Tiglath-pileser III,Neo-Assyrian,inscribed,Cuneiform,Tiglath-pileser III,LIT,['en'],,,
Q003445,0x08000000,rinap/rinap1,P463061,,"Created by Hayim Tadmor, Shigeo Yamada, Jamie Novotny, and the Royal Inscriptions of the Neo-Assyrian Period (RINAP) Project, 2011. Lemmatized by Jamie Novotny, 2010, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003445/.",744-727,Tiglath-pileser III 32,RINAP 1 Tigl. III 32,Assyria,"Rawlinson, Notebook 2 fols. 5v-6r",Royal Inscription,Q003445,Akkadian,stone,wall slab (with reliefs),Neo-Assyrian,894019,"Unit 31 (C,8) / Ann. 27",Tiglath-pileser III 32,Nimrud (Kalhu),"[43.3275,36.099167]",Tiglath-pileser III,Neo-Assyrian,inscribed,Cuneiform,Tiglath-pileser III,LIT,['en'],,,
Q003446,0x08000000,rinap/rinap1,P463062,,"Created by Hayim Tadmor, Shigeo Yamada, Jamie Novotny, and the Royal Inscriptions of the Neo-Assyrian Period (RINAP) Project, 2011. Lemmatized by Jamie Novotny, 2010, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003446/.",744-727,Tiglath-pileser III 33,RINAP 1 Tigl. III 33,Assyria,NA 19/76,Royal Inscription,Q003446,Akkadian,stone,wall slab (with reliefs),Neo-Assyrian,894019,"Unit 32 (C,x)",Tiglath-pileser III 33,Nimrud (Kalhu),"[43.3275,36.099167]",Tiglath-pileser III,Neo-Assyrian,inscribed,Cuneiform,Tiglath-pileser III,LIT,,,,
Q003447,0x08000000,rinap/rinap1,P463063,,"Created by Hayim Tadmor, Shigeo Yamada, Jamie Novotny, and the Royal Inscriptions of the Neo-Assyrian Period (RINAP) Project, 2011. Lemmatized by Jamie Novotny, 2010, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003447/.",744-727,Tiglath-pileser III 34,RINAP 1 Tigl. III 34,Assyria,NA 32/76,Royal Inscription,Q003447,Akkadian,stone,wall slab (with reliefs),Neo-Assyrian,894019,"Unit 33 (C,y)",Tiglath-pileser III 34,Nimrud (Kalhu),"[43.3275,36.099167]",Tiglath-pileser III,Neo-Assyrian,inscribed,Cuneiform,Tiglath-pileser III,LIT,,,,
Q003448,0x08000000,rinap/rinap1,P463064,"The Israel Museum, Jerusalem; Private Collection: H. Mahboubian","Created by Hayim Tadmor, Shigeo Yamada, Jamie Novotny, and the Royal Inscriptions of the Neo-Assyrian Period (RINAP) Project, 2011. Lemmatized by Jamie Novotny, 2010, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003448/.",744-727,Tiglath-pileser III 35,RINAP 1 Tigl. III 35,Assyria,IMJ 74.049.0096a (+) IMJ 74.049.0096b + private collection (H. Mahboubian),Royal Inscription,Q003448,Akkadian,stone,stele,Neo-Assyrian,191400484,Iran Stele,Tiglath-pileser III 35,Luristan,"[48.4,33.6]",Tiglath-pileser III,Neo-Assyrian,inscribed,Cuneiform,Tiglath-pileser III,LIT,['en'],,,
Q003449,0x08000000,rinap/rinap1,P463065,"National Museum of Iraq, Baghdad, Iraq","Created by Hayim Tadmor, Shigeo Yamada, Jamie Novotny, and the Royal Inscriptions of the Neo-Assyrian Period (RINAP) Project, 2011. Lemmatized by Jamie Novotny, 2010, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003449/.",744-727,Tiglath-pileser III 36,RINAP 1 Tigl. III 36,Assyria,IM 060497B (ND 05571),Royal Inscription,Q003449,Akkadian,stone,anthropomorphic statue,Neo-Assyrian,894019,IM 60497B,Tiglath-pileser III 36,Nimrud (Kalhu),"[43.3275,36.099167]",Tiglath-pileser III,Neo-Assyrian,inscribed,Cuneiform,Tiglath-pileser III,LIT,['en'],,,
Q003450,0x08000000,rinap/rinap1,P463066,,"Created by Hayim Tadmor, Shigeo Yamada, Jamie Novotny, and the Royal Inscriptions of the Neo-Assyrian Period (RINAP) Project, 2011. Lemmatized by Jamie Novotny, 2010, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003450/.",744-727,Tiglath-pileser III 37,RINAP 1 Tigl. III 37,Assyria,"Postgate, Sumer 29 figs. 1-7",Royal Inscription,Q003450,Akkadian,stone,rock face,Neo-Assyrian,649834357,Mila Mergi Rock Relief,Tiglath-pileser III 37,Mila Mergi,"[42.9135000,37.0058333]",Tiglath-pileser III,Neo-Assyrian,inscribed,Cuneiform,Tiglath-pileser III,LIT,['en'],,,
Q003451,0x08000000,rinap/rinap1,P463067,"Vorderasiatisches Museum, Berlin, Germany","Created by Hayim Tadmor, Shigeo Yamada, Jamie Novotny, and the Royal Inscriptions of the Neo-Assyrian Period (RINAP) Project, 2011. Lemmatized by Jamie Novotny, 2010, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003451/.",744-727,Tiglath-pileser III 38,RINAP 1 Tigl. III 38,Assyria,VAT 12938 (Ass 14326),Royal Inscription,Q003451,Akkadian,clay,uncertain,Neo-Assyrian,893945,VAT 12938,Tiglath-pileser III 38,Qalat Sherqat (Assur),"[43.262037,35.458121]",Tiglath-pileser III,Neo-Assyrian,inscribed,Cuneiform,Tiglath-pileser III,LIT,['en'],,,
Q003452,0x08000000,rinap/rinap1,P463068,"British Museum, London, UK","Created by Hayim Tadmor, Shigeo Yamada, Jamie Novotny, and the Royal Inscriptions of the Neo-Assyrian Period (RINAP) Project, 2011. Lemmatized by Jamie Novotny, 2010, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003452/.",744-727,Tiglath-pileser III 39,RINAP 1 Tigl. III 39,Assyria,"BM 118936 (Layard, MS A pp. 127-128)",Royal Inscription,Q003452,Akkadian,stone,slab,Neo-Assyrian,894019,Summ. 1,Tiglath-pileser III 39,Nimrud (Kalhu),"[43.3275,36.099167]",Tiglath-pileser III,Neo-Assyrian,inscribed,Cuneiform,Tiglath-pileser III,LIT,['en'],,,
Q003453,0x08000000,rinap/rinap1,P463069,"British Museum, London, UK","Created by Hayim Tadmor, Shigeo Yamada, Jamie Novotny, and the Royal Inscriptions of the Neo-Assyrian Period (RINAP) Project, 2011. Lemmatized by Jamie Novotny, 2010, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003453/.",744-727,Tiglath-pileser III 40,RINAP 1 Tigl. III 40,Assyria,"BM 000126a (Loftus, Notebook pp. 16-17; G. Smith, Reports)",Royal Inscription,Q003453,Akkadian,stone,slab,Neo-Assyrian,894019,Summ. 2,Tiglath-pileser III 40,Nimrud (Kalhu),"[43.3275,36.099167]",Tiglath-pileser III,Neo-Assyrian,inscribed,Cuneiform,Tiglath-pileser III,LIT,['en'],,,
Q003454,0x08000000,rinap/rinap1,P463070,"British Museum, London, UK","Created by Hayim Tadmor, Shigeo Yamada, Jamie Novotny, and the Royal Inscriptions of the Neo-Assyrian Period (RINAP) Project, 2011. Lemmatized by Jamie Novotny, 2010, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003454/.",744-727,Tiglath-pileser III 41,RINAP 1 Tigl. III 41,Assyria,"BM 000126b (Loftus, Notebook pp. 12-15; G. Smith, Notebook 5 fols. 5r-5v)",Royal Inscription,Q003454,Akkadian,stone,slab,Neo-Assyrian,894019,Summ. 3,Tiglath-pileser III 41,Nimrud (Kalhu),"[43.3275,36.099167]",Tiglath-pileser III,Neo-Assyrian,inscribed,Cuneiform,Tiglath-pileser III,LIT,['en'],,,
Q003455,0x08000000,rinap/rinap1,P463071,"British Museum, London, UK","Created by Hayim Tadmor, Shigeo Yamada, Jamie Novotny, and the Royal Inscriptions of the Neo-Assyrian Period (RINAP) Project, 2011. Lemmatized by Jamie Novotny, 2010, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003455/.",744-727,Tiglath-pileser III 42,RINAP 1 Tigl. III 42,Assyria,"BM 000116a-b + BM 000122 + BM 000124a-b + BM 000125a-b (G. Smith, Notebook 5 fols. 10r-11r and 13v; G. Smith, Notebook 5 fols. 62v-64r; 3 R pl. 10 no. 2)",Royal Inscription,Q003455,Akkadian,stone,slab,Neo-Assyrian,894019,Summ. 4,Tiglath-pileser III 42,Nimrud (Kalhu),"[43.3275,36.099167]",Tiglath-pileser III,Neo-Assyrian,inscribed,Cuneiform,Tiglath-pileser III,LIT,['en'],,,
Q003456,0x08000000,rinap/rinap1,P463072,"British Museum, London, UK","Created by Hayim Tadmor, Shigeo Yamada, Jamie Novotny, and the Royal Inscriptions of the Neo-Assyrian Period (RINAP) Project, 2011. Lemmatized by Jamie Novotny, 2010, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003456/.",744-727,Tiglath-pileser III 43,RINAP 1 Tigl. III 43,Assyria,"BM 000118 (Rawlinson, Notebook 2 fols. 8v-9r; 3 R pl. 10 no. 3)",Royal Inscription,Q003456,Akkadian,stone,slab,Neo-Assyrian,894019,Summ. 5,Tiglath-pileser III 43,Nimrud (Kalhu),"[43.3275,36.099167]",Tiglath-pileser III,Neo-Assyrian,inscribed,Cuneiform,Tiglath-pileser III,LIT,['en'],,,
Q003457,0x08000000,rinap/rinap1,P463073,,"Created by Hayim Tadmor, Shigeo Yamada, Jamie Novotny, and the Royal Inscriptions of the Neo-Assyrian Period (RINAP) Project, 2011. Lemmatized by Jamie Novotny, 2010, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003457/.",744-727,Tiglath-pileser III 44,RINAP 1 Tigl. III 44,Assyria,"Layard, MS A p. 68 (Layard, ICC p. 66; Rawlinson, Notebook 1 fols. 122r-121v)",Royal Inscription,Q003457,Akkadian,stone,slab,Neo-Assyrian,894019,Summ. 13,Tiglath-pileser III 44,Nimrud (Kalhu),"[43.3275,36.099167]",Tiglath-pileser III,Neo-Assyrian,inscribed,Cuneiform,Tiglath-pileser III,LIT,['en'],,,
Q003458,0x08000000,rinap/rinap1,P463074,,"Created by Hayim Tadmor, Shigeo Yamada, Jamie Novotny, and the Royal Inscriptions of the Neo-Assyrian Period (RINAP) Project, 2011. Lemmatized by Jamie Novotny, 2010, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003458/.",744-727,Tiglath-pileser III 45,RINAP 1 Tigl. III 45,Assyria,"G. Smith, Notebook 5 fol. 11r bottom",Royal Inscription,Q003458,Akkadian,stone,slab,Neo-Assyrian,894019,Summ. 14,Tiglath-pileser III 45,Nimrud (Kalhu),"[43.3275,36.099167]",Tiglath-pileser III,Neo-Assyrian,inscribed,Cuneiform,Tiglath-pileser III,LIT,['en'],,,
Q003459,0x08000000,rinap/rinap1,P463075,"British Museum, London, UK","Created by Hayim Tadmor, Shigeo Yamada, Jamie Novotny, and the Royal Inscriptions of the Neo-Assyrian Period (RINAP) Project, 2011. Lemmatized by Jamie Novotny, 2010, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003459/.",744-727,Tiglath-pileser III 46,RINAP 1 Tigl. III 46,Assyria,"1883-01-18, 0215",Royal Inscription,Q003459,Akkadian,clay,tablet,Neo-Assyrian,894019,Summ. 6,Tiglath-pileser III 46,Nimrud (Kalhu),"[43.3275,36.099167]",Tiglath-pileser III,Neo-Assyrian,inscribed,Cuneiform,Tiglath-pileser III,LIT,['en'],,,
Q003460,0x08000000,rinap/rinap1,P463076,"British Museum, London, UK","Created by Hayim Tadmor, Shigeo Yamada, Jamie Novotny, and the Royal Inscriptions of the Neo-Assyrian Period (RINAP) Project, 2011. Lemmatized by Jamie Novotny, 2010, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003460/.",744-727,Tiglath-pileser III 47,RINAP 1 Tigl. III 47,Assyria,K 03751,Royal Inscription,Q003460,Akkadian,clay,tablet,Neo-Assyrian,894019,Summ. 7,Tiglath-pileser III 47,Nimrud (Kalhu),"[43.3275,36.099167]",Tiglath-pileser III,Neo-Assyrian,inscribed,Cuneiform,Tiglath-pileser III,LIT,['en'],,,
Q003461,0x08000000,rinap/rinap1,P463077,"British Museum, London, UK","Created by Hayim Tadmor, Shigeo Yamada, Jamie Novotny, and the Royal Inscriptions of the Neo-Assyrian Period (RINAP) Project, 2011. Lemmatized by Jamie Novotny, 2010, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003461/.",744-727,Tiglath-pileser III 48,RINAP 1 Tigl. III 48,Assyria,BM 131982 (ND 00400),Royal Inscription,Q003461,Akkadian,clay,tablet,Neo-Assyrian,894019,Summ. 8,Tiglath-pileser III 48,Nimrud (Kalhu),"[43.3275,36.099167]",Tiglath-pileser III,Neo-Assyrian,inscribed,Cuneiform,Tiglath-pileser III,LIT,['en'],,,
Q003462,0x08000000,rinap/rinap1,P463078,"National Museum of Iraq, Baghdad, Iraq","Created by Hayim Tadmor, Shigeo Yamada, Jamie Novotny, and the Royal Inscriptions of the Neo-Assyrian Period (RINAP) Project, 2011. Lemmatized by Jamie Novotny, 2010, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003462/.",744-727,Tiglath-pileser III 49,RINAP 1 Tigl. III 49,Assyria,ND 04301 + ND 04305 + ND 05422 (IM - ),Royal Inscription,Q003462,Akkadian,clay,tablet,Neo-Assyrian,894019,Summ. 9,Tiglath-pileser III 49,Nimrud (Kalhu),"[43.3275,36.099167]",Tiglath-pileser III,Neo-Assyrian,inscribed,Cuneiform,Tiglath-pileser III,LIT,['en'],,,
Q003463,0x08000000,rinap/rinap1,P463079,"British Museum, London, UK","Created by Hayim Tadmor, Shigeo Yamada, Jamie Novotny, and the Royal Inscriptions of the Neo-Assyrian Period (RINAP) Project, 2011. Lemmatized by Jamie Novotny, 2010, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003463/.",744-727,Tiglath-pileser III 50,RINAP 1 Tigl. III 50,Assyria,"K 02649 (G. Smith, Notebook 5 fol. 22r)",Royal Inscription,Q003463,Akkadian,clay,tablet,Neo-Assyrian,894019,Summ. 10,Tiglath-pileser III 50,Nimrud (Kalhu),"[43.3275,36.099167]",Tiglath-pileser III,Neo-Assyrian,inscribed,Cuneiform,Tiglath-pileser III,LIT,['en'],,,
Q003464,0x08000000,rinap/rinap1,P463080,"British Museum, London, UK","Created by Hayim Tadmor, Shigeo Yamada, Jamie Novotny, and the Royal Inscriptions of the Neo-Assyrian Period (RINAP) Project, 2011. Lemmatized by Jamie Novotny, 2010, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003464/.",744-727,Tiglath-pileser III 51,RINAP 1 Tigl. III 51,Assyria,DT 003,Royal Inscription,Q003464,Akkadian,clay,tablet,Neo-Assyrian,894019,Summ. 11,Tiglath-pileser III 51,Nimrud (Kalhu),"[43.3275,36.099167]",Tiglath-pileser III,Neo-Assyrian,inscribed,Cuneiform,Tiglath-pileser III,LIT,['en'],,,
Q003465,0x08000000,rinap/rinap1,P463081,"National Museum of Iraq, Baghdad, Iraq","Created by Hayim Tadmor, Shigeo Yamada, Jamie Novotny, and the Royal Inscriptions of the Neo-Assyrian Period (RINAP) Project, 2011. Lemmatized by Jamie Novotny, 2010, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003465/.",744-727,Tiglath-pileser III 52,RINAP 1 Tigl. III 52,Assyria,IM - (ND 05419),Royal Inscription,Q003465,Akkadian,clay,tablet,Neo-Assyrian,894019,Summ. 12,Tiglath-pileser III 52,Nimrud (Kalhu),"[43.3275,36.099167]",Tiglath-pileser III,Neo-Assyrian,inscribed,Cuneiform,Tiglath-pileser III,LIT,['en'],,,
Q003466,0x08000000,rinap/rinap1,P463082,"Louvre Museum, Paris, France","Created by Hayim Tadmor, Shigeo Yamada, Jamie Novotny, and the Royal Inscriptions of the Neo-Assyrian Period (RINAP) Project, 2011. Lemmatized by Jamie Novotny, 2010, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003466/.",744-727,Tiglath-pileser III 53,RINAP 1 Tigl. III 53,Assyria,AO 11501; AO 11500,Royal Inscription,Q003466,Akkadian,stone,bull colossus,Neo-Assyrian,658399,"Misc. I,1",Tiglath-pileser III 53,Arslan Tash (Ḫadatu),"[38.407778,36.848889]",Tiglath-pileser III,Neo-Assyrian,inscribed,Cuneiform,Tiglath-pileser III,LIT,['en'],,,
Q003467,0x08000000,rinap/rinap1,P463083,"Arkeoloji Müzerleri, Istanbul, Turkey","Created by Hayim Tadmor, Shigeo Yamada, Jamie Novotny, and the Royal Inscriptions of the Neo-Assyrian Period (RINAP) Project, 2011. Lemmatized by Jamie Novotny, 2010, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003467/.",744-727,Tiglath-pileser III 54,RINAP 1 Tigl. III 54,Assyria,Ist EŞEM 07866 (Ass 00853),Royal Inscription,Q003467,Akkadian,stone,block,Neo-Assyrian,893945,"Misc. I,2",Tiglath-pileser III 54,Qalat Sherqat (Assur),"[43.262037,35.458121]",Tiglath-pileser III,Neo-Assyrian,inscribed,Cuneiform,Tiglath-pileser III,LIT,['en'],,,
Q003468,0x08000000,rinap/rinap1,P466002,"British Museum, London, UK","Created by Hayim Tadmor, Shigeo Yamada, Jamie Novotny, and the Royal Inscriptions of the Neo-Assyrian Period (RINAP) Project, 2011. Lemmatized by Jamie Novotny, 2010, for the NEH-funded RINAP Project at the University of Pennsylvania. The annotated edition is released under the Creative Commons Attribution Share-Alike license 3.0. Please cite this page as http://oracc.org/rinap/Q003468/.",744-727,Tiglath-pileser III 55,RINAP 1 Tigl. III 55,Assyria,BM 115634,Royal Inscription,Q003468,Akkadian,stone,wall slab (with reliefs),Neo-Assyrian,894019,"Misc. II,1",Tiglath-pileser III 55,Nimrud (Kalhu),"[43.3275,36.099167]",Tiglath-pileser III,Neo-Assyrian,inscribed,Cuneiform,Tiglath-pileser III,LIT,['en'],,,
